"Name","State","Min_Value","Max_Value","Temp_change","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean","rank_temp"
"Coffee County","Georgia","71.4","92","20.6","114","2","69.4",707
"Colquitt County","Georgia","70.7","91.1","20.4","112","1.7","69",622
"Columbia County","Georgia","70.6","90.1","19.5","113","2.3","68.3",327
"Cook County","Georgia","71.1","91.3","20.2","115","2.1","69",555
"Coweta County","Georgia","67.5","91.7","24.2","87","1","66.5",2101
"Crawford County","Georgia","68.8","92.1","23.3","90","1","67.8",1807
"Crisp County","Georgia","70.8","92.6","21.8","114","1.8","69",1221
"Dade County","Georgia","64.8","88","23.2","43","-0.4","65.2",1772
"Dawson County","Georgia","64.4","87.7","23.3","52","0","64.4",1807
"Decatur County","Georgia","72.2","93.2","21.0","124","2.3","69.9",895
"DeKalb County","Georgia","68.4","91.5","23.1","91","1","67.4",1733
"Dodge County","Georgia","68.4","92","23.6","10","-1.3","69.7",1908
"Dooly County","Georgia","70.2","92.5","22.3","102","1.2","69",1423
"Dougherty County","Georgia","71.8","93.1","21.3","114","1.7","70.1",1019
"Douglas County","Georgia","67","91","24","86","0.9","66.1",2036
"Early County","Georgia","71.7","93.2","21.5","113","1.6","70.1",1103
"Echols County","Georgia","72.6","93.2","20.6","130","3.6","69",707
"Effingham County","Georgia","72.6","91.2","18.6","125","2.8","69.8",184
"Elbert County","Georgia","68.5","92.4","23.9","89","1","67.5",2004
"Emanuel County","Georgia","70.4","91.3","20.9","104","1.4","69",841
"Evans County","Georgia","71.7","92.1","20.4","115","2","69.7",622
"Fannin County","Georgia","60.6","85.4","24.8","32","-0.9","61.5",2278
"Fayette County","Georgia","68.2","92.1","23.9","86","0.8","67.4",2004
"Floyd County","Georgia","64.4","90.6","26.2","16","-1.8","66.2",2521
"Forsyth County","Georgia","66.2","89.3","23.1","60","0.2","66",1733
"Franklin County","Georgia","67.9","90.7","22.8","77","0.6","67.4",1636
"Fulton County","Georgia","67.9","91.2","23.3","87","0.9","67",1807
"Gilmer County","Georgia","62.4","86","23.6","39","-0.5","62.9",1908
"Glascock County","Georgia","69.1","90.3","21.2","94","1.2","67.9",981
"Glynn County","Georgia","73.6","90.6","17.0","120","1.8","71.8",90
"Gordon County","Georgia","65.2","90.7","25.5","23","-1.2","66.4",2420
"Grady County","Georgia","71.8","92.4","20.6","121","2.4","69.4",707
"Greene County","Georgia","68.5","91.5","23.0","97","0.9","67.6",1707
"Gwinnett County","Georgia","67.8","90.7","22.9","89","1","66.8",1659
"Habersham County","Georgia","65.3","87.9","22.6","92","0.9","64.4",1563
"Hall County","Georgia","66.8","89.7","22.9","74","0.6","66.2",1659
"Hancock County","Georgia","68.7","91.2","22.5","83","0.7","68",1520
"Haralson County","Georgia","64.4","89.5","25.1","52","0.1","64.3",2345
"Harris County","Georgia","68.1","92.3","24.2","87","0.8","67.3",2101
"Hart County","Georgia","67.6","90.8","23.2","60","0.3","67.3",1772
"Heard County","Georgia","66.8","91.5","24.7","79","0.8","66",2239
"Henry County","Georgia","68.5","92.2","23.7","89","0.9","67.6",1935
"Houston County","Georgia","68.9","92","23.1","55","-0.1","69",1733
"Irwin County","Georgia","70.5","91.6","21.1","102","1.1","69.4",933
"Jackson County","Georgia","68.6","90.9","22.3","95","1.1","67.5",1423
"Jasper County","Georgia","68.3","91.9","23.6","99","1.6","66.7",1908
"Jeff Davis County","Georgia","70.2","91.9","21.7","97","0.9","69.3",1180
"Jefferson County","Georgia","69.6","90.4","20.8","101","1.5","68.1",801
"Jenkins County","Georgia","70.6","90.9","20.3","107","1.9","68.7",588
"Johnson County","Georgia","69.4","91.4","22.0","84","0.7","68.7",1301
"Jones County","Georgia","68.5","91.9","23.4","88","0.9","67.6",1835
"Lamar County","Georgia","68","92","24","92","1","67",2036
"Lanier County","Georgia","72","92.2","20.2","126","3.2","68.8",555
"Laurens County","Georgia","68.8","92","23.2","31","-0.5","69.3",1772
"Lee County","Georgia","71.7","93.1","21.4","117","2.2","69.5",1069
"Liberty County","Georgia","72.8","91.6","18.8","114","1.9","70.9",209
"Lincoln County","Georgia","69.9","90.9","21.0","105","1.5","68.4",895
"Long County","Georgia","72","92.1","20.1","110","1.7","70.3",518
"Lowndes County","Georgia","71.7","91.8","20.1","125","3","68.7",518
"Lumpkin County","Georgia","63.3","87.1","23.8","66","0.3","63",1967
"McDuffie County","Georgia","69.6","90","20.4","105","1.7","67.9",622
"McIntosh County","Georgia","73.4","90.1","16.7","111","1.5","71.9",69
"Macon County","Georgia","70.1","92.5","22.4","109","1.7","68.4",1468
"Madison County","Georgia","68.4","91.2","22.8","100","1.2","67.2",1636
"Marion County","Georgia","70","92.6","22.6","121","2.3","67.7",1563
"Meriwether County","Georgia","67.4","91.9","24.5","83","0.7","66.7",2189
"Miller County","Georgia","71.9","92.8","20.9","120","1.9","70",841
"Mitchell County","Georgia","71.5","91.9","20.4","118","1.7","69.8",622
"Monroe County","Georgia","68.4","92.1","23.7","94","1.3","67.1",1935
"Montgomery County","Georgia","69.9","92","22.1","71","0.4","69.5",1329
"Morgan County","Georgia","68.5","91.5","23.0","98","1.3","67.2",1707
"Murray County","Georgia","65.3","89.5","24.2","49","-0.2","65.5",2101
"Muscogee County","Georgia","70","93.5","23.5","107","1.3","68.7",1879
"Newton County","Georgia","68.3","91.8","23.5","98","1.4","66.9",1879
"Oconee County","Georgia","68.5","91","22.5","88","0.9","67.6",1520
"Oglethorpe County","Georgia","68.5","91.7","23.2","101","1.2","67.3",1772
"Paulding County","Georgia","65.3","90.4","25.1","37","-0.4","65.7",2345
"Peach County","Georgia","68.6","91.8","23.2","65","0.4","68.2",1772
"Pickens County","Georgia","64.3","87.6","23.3","38","-0.4","64.7",1807
"Pierce County","Georgia","72.6","92.7","20.1","126","3.5","69.1",518
"Pike County","Georgia","67.9","92.1","24.2","78","0.7","67.2",2101
"Polk County","Georgia","64.5","90.3","25.8","26","-0.9","65.4",2464
"Pulaski County","Georgia","69.1","92","22.9","25","-0.7","69.8",1659
"Putnam County","Georgia","68.7","91.8","23.1","94","1.2","67.5",1733
"Quitman County","Georgia","71.1","93.8","22.7","121","2","69.1",1608
"Rabun County","Georgia","62.8","84.9","22.1","104","1.4","61.4",1329
"Randolph County","Georgia","71","93","22","124","2.3","68.7",1292
"Richmond County","Georgia","70.5","90.4","19.9","107","1.9","68.6",463
"Rockdale County","Georgia","68.5","91.9","23.4","94","1.1","67.4",1835
"Schley County","Georgia","70.6","92.5","21.9","120","2.6","68",1254
"Screven County","Georgia","71.4","90.9","19.5","116","2.5","68.9",327
"Seminole County","Georgia","72.3","93.6","21.3","119","1.9","70.4",1019
"Spalding County","Georgia","68.2","92.1","23.9","76","0.6","67.6",2004
"Stephens County","Georgia","67.3","89.8","22.5","78","0.4","66.9",1520
"Stewart County","Georgia","70.5","93.4","22.9","121","2.3","68.2",1659
"Sumter County","Georgia","71.3","92.8","21.5","120","2.7","68.6",1103
"Talbot County","Georgia","68.7","92.5","23.8","102","1.3","67.4",1967
"Taliaferro County","Georgia","68.6","91.3","22.7","98","1","67.6",1608
"Tattnall County","Georgia","71.4","92","20.6","111","1.6","69.8",707
"Taylor County","Georgia","69.6","92.4","22.8","114","1.9","67.7",1636
"Telfair County","Georgia","69.1","92","22.9","21","-0.7","69.8",1659
"Terrell County","Georgia","71.4","93","21.6","118","2.4","69",1132
"Thomas County","Georgia","71.6","91.7","20.1","120","2.4","69.2",518
"Tift County","Georgia","70.5","91.4","20.9","107","1.3","69.2",841
"Toombs County","Georgia","70.8","92","21.2","103","1.3","69.5",981
"Towns County","Georgia","60.8","84.6","23.8","74","0.5","60.3",1967
"Treutlen County","Georgia","69.7","91.8","22.1","74","0.4","69.3",1329
"Troup County","Georgia","67.2","92","24.8","76","0.5","66.7",2278
"Turner County","Georgia","70.2","91.8","21.6","109","1.3","68.9",1132
"Twiggs County","Georgia","68.4","91.7","23.3","27","-0.5","68.9",1807
"Union County","Georgia","60.4","84.8","24.4","44","-0.3","60.7",2159
"Upson County","Georgia","68.3","92.3","24.0","93","1","67.3",2040
"Walker County","Georgia","64.7","89","24.3","31","-0.8","65.5",2131
"Walton County","Georgia","68.2","91.1","22.9","95","1.2","67",1659
"Ware County","Georgia","73.1","93.1","20.0","128","4.1","69",488
"Warren County","Georgia","68.8","90.2","21.4","95","1.1","67.7",1069
"Washington County","Georgia","69.2","91.3","22.1","82","0.8","68.4",1329
"Wayne County","Georgia","71.7","92.1","20.4","113","2","69.7",622
"Webster County","Georgia","70.8","92.9","22.1","124","2.8","68",1329
"Wheeler County","Georgia","69.2","92.2","23.0","26","-0.5","69.7",1707
"White County","Georgia","63.8","87.3","23.5","82","0.7","63.1",1879
"Whitfield County","Georgia","66","90.7","24.7","49","0","66",2239
"Wilcox County","Georgia","69.7","92","22.3","61","0.2","69.5",1423
"Wilkes County","Georgia","68.9","92","23.1","101","1.1","67.8",1733
"Wilkinson County","Georgia","68.8","91.9","23.1","46","-0.1","68.9",1733
"Worth County","Georgia","70.9","92","21.1","114","1.7","69.2",933
"Ada County","Idaho","57.8","90.2","32.4","101","2.5","55.4",3044
"Adams County","Idaho","50.3","81.7","31.4","97","2.2","48.1",2990
"Bannock County","Idaho","51.9","84.1","32.2","82","0.9","51",3034
"Bear Lake County","Idaho","47.4","79","31.6","102","2.1","45.3",3004
"Benewah County","Idaho","50.4","81.5","31.1","115","3.8","46.6",2967
"Bingham County","Idaho","51.2","85.6","34.4","94","1.5","49.7",3095
"Blaine County","Idaho","49.2","81.1","31.9","92","1.6","47.6",3019
"Boise County","Idaho","50.1","81.4","31.3","98","2.2","47.9",2984
"Bonner County","Idaho","50.2","77.3","27.1","114","3.2","47",2616
"Bonneville County","Idaho","49","81.8","32.8","93","1.2","47.8",3061
"Boundary County","Idaho","51.1","73.3","22.2","120","4","47.1",1377
"Butte County","Idaho","48.8","81.6","32.8","88","1.3","47.5",3061
"Camas County","Idaho","49.7","79.3","29.6","109","2.7","47",2840
"Canyon County","Idaho","57","90.8","33.8","103","2.9","54.1",3086
"Caribou County","Idaho","48.6","80.8","32.2","86","1","47.6",3034
"Cassia County","Idaho","53.7","84.3","30.6","97","1.9","51.8",2931
"Clark County","Idaho","47.7","78.8","31.1","79","1.1","46.6",2967
"Clearwater County","Idaho","48.3","79.7","31.4","92","1.7","46.6",2990
"Custer County","Idaho","43.7","75.4","31.7","99","1.9","41.8",3011
"Elmore County","Idaho","52.6","86.3","33.7","80","1.2","51.4",3085
"Franklin County","Idaho","52","83.3","31.3","98","1.9","50.1",2984
"Fremont County","Idaho","46.4","79.5","33.1","96","1.7","44.7",3071
"Gem County","Idaho","55.4","87.8","32.4","98","2.2","53.2",3044
"Gooding County","Idaho","55.6","89.2","33.6","104","2.4","53.2",3079
"Idaho County","Idaho","45.2","79.4","34.2","93","1.6","43.6",3091
"Jefferson County","Idaho","50","85.7","35.7","111","2.3","47.7",3104
"Jerome County","Idaho","55.6","88.4","32.8","114","3.1","52.5",3061
"Kootenai County","Idaho","52.2","79.3","27.1","114","3.5","48.7",2616
"Latah County","Idaho","49.9","83","33.1","110","3.2","46.7",3071
"Lemhi County","Idaho","45.8","76.5","30.7","99","1.8","44",2940
"Lewis County","Idaho","50.7","83.1","32.4","107","2.8","47.9",3044
"Lincoln County","Idaho","53.6","87.9","34.3","106","2.6","51",3094
"Madison County","Idaho","50.9","81.9","31.0","114","3","47.9",2957
"Minidoka County","Idaho","52.5","87.6","35.1","102","2.1","50.4",3102
"Nez Perce County","Idaho","53.6","86.9","33.3","107","3","50.6",3075
"Oneida County","Idaho","53.5","84.6","31.1","86","1.4","52.1",2967
"Owyhee County","Idaho","52.4","86.4","34.0","84","1.4","51",3090
"Payette County","Idaho","57.9","90.2","32.3","108","3.1","54.8",3038
"Power County","Idaho","51.9","85.4","33.5","76","0.7","51.2",3078
"Shoshone County","Idaho","48.8","76.3","27.5","91","2.1","46.7",2655
"Teton County","Idaho","46.4","77.9","31.5","93","1.3","45.1",3000
"Twin Falls County","Idaho","53.6","86.4","32.8","91","1.8","51.8",3061
"Valley County","Idaho","42.4","78.1","35.7","102","2.2","40.2",3104
"Washington County","Idaho","56","86.2","30.2","98","2.3","53.7",2903
"Adams County","Illinois","64.3","84.7","20.4","75","0.7","63.6",622
"Alexander County","Illinois","66.4","89.1","22.7","85","1","65.4",1608
"Bond County","Illinois","64.8","85.9","21.1","81","1","63.8",933
"Boone County","Illinois","60.3","82.3","22.0","91","1.2","59.1",1301
"Brown County","Illinois","63.7","84.3","20.6","81","0.9","62.8",707
"Bureau County","Illinois","61.2","82.3","21.1","88","1.1","60.1",933
"Calhoun County","Illinois","65.2","85.5","20.3","83","1.2","64",588
"Carroll County","Illinois","61.2","81.2","20.0","105","2.3","58.9",488
"Cass County","Illinois","63.1","85","21.9","73","0.4","62.7",1254
"Champaign County","Illinois","62.2","83.3","21.1","98","1.7","60.5",933
"Christian County","Illinois","63.8","84.8","21.0","91","1.2","62.6",895
"Clark County","Illinois","63","85.7","22.7","85","0.9","62.1",1608
"Clay County","Illinois","64.8","85.2","20.4","94","1.7","63.1",622
"Clinton County","Illinois","65.5","86.2","20.7","89","1.3","64.2",753
"Coles County","Illinois","62.8","84.5","21.7","81","0.8","62",1180
"Cook County","Illinois","63.2","83","19.8","99","1.9","61.3",422
"Crawford County","Illinois","64","85.1","21.1","87","1.1","62.9",933
"Cumberland County","Illinois","63.5","84.7","21.2","82","0.9","62.6",981
"DeKalb County","Illinois","60.7","81.6","20.9","91","1.5","59.2",841
"De Witt County","Illinois","62.2","83.6","21.4","88","1.1","61.1",1069
"Douglas County","Illinois","62.8","83.7","20.9","93","1.5","61.3",841
"DuPage County","Illinois","62.8","83","20.2","103","2.2","60.6",555
"Edgar County","Illinois","62.1","84.4","22.3","82","0.8","61.3",1423
"Edwards County","Illinois","65.6","86.1","20.5","93","1.7","63.9",666
"Effingham County","Illinois","64.1","84.3","20.2","88","1.1","63",555
"Fayette County","Illinois","64.3","85.4","21.1","84","1","63.3",933
"Ford County","Illinois","61.4","83","21.6","97","1.7","59.7",1132
"Franklin County","Illinois","65.5","87.2","21.7","91","1.8","63.7",1180
"Fulton County","Illinois","62.8","84.1","21.3","82","0.8","62",1019
"Gallatin County","Illinois","65.9","87.7","21.8","79","0.7","65.2",1221
"Greene County","Illinois","64.4","85.3","20.9","82","0.8","63.6",841
"Grundy County","Illinois","62.3","83.9","21.6","104","2.4","59.9",1132
"Hamilton County","Illinois","65.4","87.2","21.8","87","1.2","64.2",1221
"Hancock County","Illinois","63.7","83.2","19.5","72","0.5","63.2",327
"Hardin County","Illinois","65.7","87.3","21.6","72","0.5","65.2",1132
"Henderson County","Illinois","62.1","82.9","20.8","56","-0.2","62.3",801
"Henry County","Illinois","61.9","81.9","20.0","88","1.1","60.8",488
"Iroquois County","Illinois","60.9","82.7","21.8","87","1.2","59.7",1221
"Jackson County","Illinois","65.9","87.7","21.8","97","2.3","63.6",1221
"Jasper County","Illinois","64.5","84.3","19.8","89","1.5","63",422
"Jefferson County","Illinois","65.2","86.7","21.5","92","1.4","63.8",1103
"Jersey County","Illinois","65.8","86","20.2","91","1.5","64.3",555
"Jo Daviess County","Illinois","60.6","81.4","20.8","97","1.8","58.8",801
"Johnson County","Illinois","65.9","87.3","21.4","86","1.5","64.4",1069
"Kane County","Illinois","61.6","82.2","20.6","101","1.9","59.7",707
"Kankakee County","Illinois","61.2","83","21.8","88","1.3","59.9",1221
"Kendall County","Illinois","62","83.2","21.2","91","1.6","60.4",981
"Knox County","Illinois","61.9","82.4","20.5","84","0.8","61.1",666
"Lake County","Illinois","62.3","82.2","19.9","104","2","60.3",463
"LaSalle County","Illinois","61.2","82.8","21.6","87","1.1","60.1",1132
"Lawrence County","Illinois","64.2","85.5","21.3","78","0.7","63.5",1019
"Lee County","Illinois","60.6","81.7","21.1","89","1.2","59.4",933
"Livingston County","Illinois","61.9","83.5","21.6","104","2.2","59.7",1132
"Logan County","Illinois","62.4","83.6","21.2","71","0.3","62.2",981
"McDonough County","Illinois","62.4","82.9","20.5","68","0.3","62.1",666
"McHenry County","Illinois","59.9","82.3","22.4","84","0.8","59.1",1468
"McLean County","Illinois","61.8","83.4","21.6","95","1.8","60",1132
"Macon County","Illinois","62.8","84","21.2","83","0.9","61.9",981
"Macoupin County","Illinois","64.6","85.3","20.7","89","1.3","63.3",753
"Madison County","Illinois","66.3","86","19.7","91","1.5","64.8",381
"Marion County","Illinois","64.9","85.9","21.0","91","1.5","63.4",895
"Marshall County","Illinois","61.6","83.2","21.6","85","1.1","60.5",1132
"Mason County","Illinois","62.9","84.4","21.5","75","0.5","62.4",1103
"Massac County","Illinois","66.4","88.5","22.1","75","0.7","65.7",1329
"Menard County","Illinois","62.6","83.7","21.1","68","0.2","62.4",933
"Mercer County","Illinois","62.4","82.4","20.0","82","0.7","61.7",488
"Monroe County","Illinois","66.7","86.8","20.1","94","1.8","64.9",518
"Montgomery County","Illinois","64.3","85.3","21.0","87","1.3","63",895
"Morgan County","Illinois","63.2","84.9","21.7","75","0.4","62.8",1180
"Moultrie County","Illinois","63.1","83.6","20.5","89","1.1","62",666
"Ogle County","Illinois","60.1","81.7","21.6","84","1","59.1",1132
"Peoria County","Illinois","62.6","83.9","21.3","95","1.4","61.2",1019
"Perry County","Illinois","65.7","87","21.3","97","2.1","63.6",1019
"Piatt County","Illinois","62.7","83.6","20.9","97","1.7","61",841
"Pike County","Illinois","64","84.6","20.6","71","0.6","63.4",707
